date,state,death,deathIncrease,hospitalized,hospitalizedIncrease,negative,negativeIncrease,positive,positiveIncrease
12/31/20,AK,206,3,1023,6,1230289,8163,45461,495
12/31/20,AL,4827,53,34184,353,1583419,8344,361226,4406
12/31/20,AR,3676,39,11358,87,1864704,10591,225138,2708
12/31/20,AZ,8864,146,37257,473,2339635,15472,520207,7718
12/31/20,CA,25386,428,0,0,30610103,205169,2245379,27237
12/31/20,CO,4814,64,18598,96,1815569,6029,334097,3238
12/31/20,CT,5995,31,12257,0,4134985,21067,185708,2045
12/31/20,DC,786,6,0,0,868456,4450,28983,225
12/31/20,DE,926,5,0,0,452629,1747,57456,860
12/31/20,FL,21990,133,63741,366,7405064,44106,1300528,16827
12/31/20,GA,10934,88,42084,306,4782714,36098,566676,8499
12/31/20,HI,288,3,1768,12,0,0,21832,188
12/31/20,IA,3891,69,0,0,932046,1726,239173,1323
12/31/20,ID,1403,10,5567,48,427418,1781,139864,1340
12/31/20,IL,17978,167,0,0,12314054,91417,963389,8009
12/31/20,IN,8263,103,34999,238,2125210,7348,511485,6468
12/31/20,KS,2741,0,6760,0,778799,0,222433,0
12/31/20,KY,2623,0,13488,0,2935350,0,265262,0
12/31/20,LA,7488,40,0,0,3898907,25368,315275,4046
12/31/20,MA,12423,85,16098,193,3658165,17397,375178,7260
12/31/20,MD,5895,47,26636,189,2525806,8950,276662,2973
12/31/20,ME,347,13,1065,26,1087212,8213,24201,702
12/31/20,MI,13018,0,0,0,7584454,0,528621,0
12/31/20,MN,5323,61,21864,116,2571846,9767,415302,2195
12/31/20,MO,5519,28,0,0,1652302,3333,392570,3714
12/31/20,MS,4787,40,8145,0,1127658,0,215811,2756
12/31/20,MT,961,11,3568,15,710034,4526,81555,255
12/31/20,NC,6748,19,0,0,6404558,56893,539545,6715
12/31/20,ND,1289,0,3552,10,283253,-581,92495,293
12/31/20,NE,1611,8,5220,33,679235,2224,165297,1516
12/31/20,NH,759,18,902,1,479590,2517,44028,786
12/31/20,NJ,19042,90,47326,236,7258415,32551,526985,5712
12/31/20,NM,2477,41,9689,75,1827348,13854,142864,1678
12/31/20,NV,3125,59,0,0,938024,2964,224731,2137
12/31/20,NY,30040,135,89995,0,24310846,199785,974214,16802
12/31/20,OH,8962,107,38334,332,7051934,47782,700380,9632
12/31/20,OK,2489,36,17059,246,2377309,14965,290936,3906
12/31/20,OR,1468,19,6455,101,2520215,17884,112260,1033
12/31/20,PA,15978,306,0,0,3265129,10832,640325,8992
12/31/20,RI,1809,32,6506,0,548124,2460,89541,1592
12/31/20,SC,5296,47,14390,154,2865514,18155,307507,4032
12/31/20,SD,1488,24,5672,33,273476,737,99164,444
12/31/20,TN,6907,97,14531,114,5057256,19797,586802,5993
12/31/20,TX,27437,349,0,0,12191729,66381,1756172,18725
12/31/20,UT,1269,13,10956,83,1302491,5624,276612,4672
12/31/20,VA,5032,48,18041,131,3962545,31334,349584,5239
12/31/20,VT,136,2,0,0,255684,1152,7412,136
12/31/20,WA,3420,51,14571,126,3572397,5800,242330,1484
12/31/20,WI,5242,50,21350,143,2350669,5898,520438,4212
12/31/20,WV,1338,20,0,0,1429186,18317,85334,1109
12/31/20,WY,438,33,1102,6,159528,598,44409,276
12/30/20,AK,203,2,1017,13,1222126,6862,44966,385
12/30/20,AL,4774,37,33831,379,1575075,3822,356820,5016
12/30/20,AR,3637,34,11271,103,1854113,12244,222430,3184
12/30/20,AZ,8718,78,36784,709,2324163,13587,512489,5267
12/30/20,CA,24958,432,0,0,30404934,217684,2218142,30921
12/30/20,CO,4750,63,18502,272,1809540,5337,330859,2451
12/30/20,CT,5964,40,12257,0,4113918,16970,183663,1696
12/30/20,DC,780,5,0,0,864006,3549,28758,223
12/30/20,DE,921,23,0,0,450882,1259,56596,407
12/30/20,FL,21857,139,63375,376,7360958,28033,1283701,13638
12/30/20,GA,10846,67,41778,375,4746616,18046,558177,5465
12/30/20,HI,285,0,1756,10,0,0,21644,106
12/30/20,IA,3822,10,0,0,930320,1067,237850,1052
12/30/20,ID,1393,16,5519,43,425637,492,138524,1514
12/30/20,IL,17811,215,0,0,12222637,67199,955380,7374
12/30/20,IN,8160,109,34761,227,2117862,4469,505017,4735
12/30/20,KS,2741,193,6760,192,778799,9048,222433,6371
12/30/20,KY,2623,29,13488,264,2935350,17718,265262,3770
12/30/20,LA,7448,51,0,0,3873539,35916,311229,6744
12/30/20,MA,12338,120,15905,0,3640768,15115,367918,6839
12/30/20,MD,5848,45,26447,200,2516856,8777,273689,2628
12/30/20,ME,334,1,1039,-2,1078999,5435,23499,590
12/30/20,MI,13018,52,0,0,7584454,43822,528621,4782
12/30/20,MN,5262,66,21748,143,2562079,6325,413107,1997
12/30/20,MO,5491,58,0,0,1648969,3080,388856,2761
12/30/20,MS,4747,28,8145,0,1127658,0,213055,3023
12/30/20,MT,950,11,3553,39,705508,2439,81300,874
12/30/20,NC,6729,155,0,0,6347665,29275,532830,8551
12/30/20,ND,1289,6,3542,9,283834,-2210,92202,371
12/30/20,NE,1603,16,5187,28,677011,1062,163781,932
12/30/20,NH,741,6,901,0,477073,1062,43242,545
12/30/20,NJ,18952,175,47090,306,7225864,0,521273,5230
12/30/20,NM,2436,33,9614,101,1813494,7084,141186,1311
12/30/20,NV,3066,47,0,0,935060,2170,222594,2470
12/30/20,NY,29905,149,89995,0,24111061,141527,957412,13422
12/30/20,OH,8855,133,38002,366,7004152,20272,690748,8178
12/30/20,OK,2453,48,16813,387,2362344,26435,287030,3249
12/30/20,OR,1449,16,6354,77,2502331,14485,111227,682
12/30/20,PA,15672,319,0,0,3254297,10194,631333,8984
12/30/20,RI,1777,17,6506,53,545664,1581,87949,1160
12/30/20,SC,5249,51,14236,133,2847359,14676,303475,2873
12/30/20,SD,1464,18,5639,34,272739,738,98720,562
12/30/20,TN,6810,100,14417,141,5037459,21115,580809,8220
12/30/20,TX,27088,326,0,0,12125348,52080,1737447,21469
12/30/20,UT,1256,21,10873,110,1296867,4593,271940,2614
12/30/20,VA,4984,64,17910,128,3931211,27244,344345,4048
12/30/20,VT,134,4,0,0,254532,473,7276,74
12/30/20,WA,3369,174,14445,169,3566597,27607,240846,2174
12/30/20,WI,5192,40,21207,126,2344771,4607,516226,3170
12/30/20,WV,1318,34,0,0,1410869,10196,84225,1452
12/30/20,WY,405,0,1096,3,158930,522,44133,210
12/29/20,AK,201,1,1004,10,1215264,5273,44581,175
12/29/20,AL,4737,25,33452,453,1571253,5055,351804,3907
12/29/20,AR,3603,66,11168,106,1841869,5901,219246,2718
12/29/20,AZ,8640,171,36075,445,2310576,9244,507222,2799
12/29/20,CA,24526,242,0,0,30187250,214710,2187221,31245
12/29/20,CO,4687,56,18230,268,1804203,3265,328408,1740
12/29/20,CT,5924,20,12257,0,4096948,12916,181967,767
12/29/20,DC,775,4,0,0,860457,2924,28535,193
12/29/20,DE,898,0,0,0,449623,1454,56189,701
12/29/20,FL,21718,105,62999,492,7332925,32749,1270063,11748
12/29/20,GA,10779,83,41403,451,4728570,26836,552712,5853
12/29/20,HI,285,0,1746,-5,0,0,21538,75
12/29/20,IA,3812,67,0,0,929253,519,236798,697
12/29/20,ID,1377,23,5476,51,425145,778,137010,795
12/29/20,IL,17596,126,0,0,12155438,61142,948006,5644
12/29/20,IN,8051,165,34534,262,2113393,4030,500282,3976
12/29/20,KS,2548,0,6568,0,769751,0,216062,0
12/29/20,KY,2594,31,13224,125,2917632,1832,261492,2975
12/29/20,LA,7397,61,0,0,3837623,29998,304485,3946
12/29/20,MA,12218,60,15905,0,3625653,10993,361079,4145
12/29/20,MD,5803,63,26247,169,2508079,5754,271061,1878
12/29/20,ME,333,7,1041,9,1073564,4073,22909,590
12/29/20,MI,12966,212,0,0,7540632,19672,523839,3963
12/29/20,MN,5196,36,21605,185,2555754,304,411110,972
12/29/20,MO,5433,117,0,0,1645889,3275,386095,2479
12/29/20,MS,4719,85,8145,0,1127658,0,210032,1943
12/29/20,MT,939,12,3514,50,703069,1050,80426,427
12/29/20,NC,6574,13,0,0,6318390,23078,524279,3563
12/29/20,ND,1283,12,3533,33,286044,605,91831,272
12/29/20,NE,1587,28,5159,51,675949,1644,162849,875
12/29/20,NH,735,20,901,6,476011,1159,42697,1027
12/29/20,NJ,18777,126,46784,301,7225864,32311,516043,4407
12/29/20,NM,2403,23,9513,108,1806410,5988,139875,1216
12/29/20,NV,3019,46,0,0,932890,1481,220124,1747
12/29/20,NY,29756,127,89995,0,23969534,148726,943990,11438
12/29/20,OH,8722,151,37636,560,6983880,19090,682570,7526
12/29/20,OK,2405,22,16426,90,2335909,21237,283781,1194
12/29/20,OR,1433,6,6277,109,2487846,57185,110545,820
12/29/20,PA,15353,267,0,0,3244103,6012,622349,8545
12/29/20,RI,1760,18,6453,50,544083,2423,86789,1187
12/29/20,SC,5198,25,14103,53,2832683,13606,300602,2552
12/29/20,SD,1446,0,5605,22,272001,389,98158,501
12/29/20,TN,6710,122,14276,120,5016344,8956,572589,4797
12/29/20,TX,26762,241,0,0,12073268,47504,1715978,32552
12/29/20,UT,1235,16,10763,120,1292274,3104,269326,2736
12/29/20,VA,4920,59,17782,177,3903967,19638,340297,4122
12/29/20,VT,130,1,0,0,254059,200,7202,82
12/29/20,WA,3195,11,14276,180,3538990,56006,238672,1953
12/29/20,WI,5152,92,21081,170,2340164,3633,513056,2919
12/29/20,WV,1284,21,0,0,1400673,10679,82773,1337
12/29/20,WY,405,0,1093,40,158408,231,43923,219
12/28/20,AK,200,0,994,2,1209991,4020,44406,126
12/28/20,AL,4712,21,32999,884,1566198,2717,347897,2269
12/28/20,AR,3537,55,11062,53,1835968,4649,216528,1651
12/28/20,AZ,8469,42,35630,240,2301332,-2426,504423,10086
12/28/20,CA,24284,64,0,0,29972540,268650,2155976,33170
12/28/20,CO,4631,21,17962,50,1800938,4869,326668,1650
12/28/20,CT,5904,113,12257,0,4084032,131696,181200,8457
12/28/20,DC,771,3,0,0,857533,2888,28342,140
12/28/20,DE,898,1,0,0,448169,1222,55488,431
12/28/20,FL,21613,99,62507,211,7300176,19734,1258315,8040
12/28/20,GA,10696,7,40952,165,4701734,11913,546859,3152
12/28/20,HI,285,0,1751,40,0,0,21463,45
12/28/20,IA,3745,0,0,0,928734,906,236101,562
12/28/20,ID,1354,0,5425,33,424367,438,136215,428
12/28/20,IL,17470,134,0,0,12094296,46593,942362,4453
12/28/20,IN,7886,43,34272,170,2109363,2993,496306,2465
12/28/20,KS,2548,41,6568,144,769751,17236,216062,6373
12/28/20,KY,2563,8,13099,32,2915800,8501,258517,1454
12/28/20,LA,7336,45,0,0,3807625,4695,300539,817
12/28/20,MA,12158,48,15905,0,3614660,10932,356934,4198
12/28/20,MD,5740,28,26078,227,2502325,11384,269183,1985
12/28/20,ME,326,3,1032,8,1069491,22509,22319,439
12/28/20,MI,12754,64,0,0,7520960,58017,519876,3550
12/28/20,MN,5160,13,21420,105,2555450,3529,410138,1077
12/28/20,MO,5316,4,0,0,1642614,1120,383616,1522
12/28/20,MS,4634,28,8145,106,1127658,0,208089,1701
12/28/20,MT,927,3,3464,13,702019,1680,79999,219
12/28/20,NC,6561,12,0,0,6295312,32717,520716,3888
12/28/20,ND,1271,0,3500,5,285439,194,91559,93
12/28/20,NE,1559,0,5108,4,674305,857,161974,637
12/28/20,NH,715,7,895,0,474852,2339,41670,861
12/28/20,NJ,18651,21,46483,110,7193553,188090,511636,3313
12/28/20,NM,2380,34,9405,139,1800422,5651,138659,691
12/28/20,NV,2973,21,0,0,931409,2630,218377,868
12/28/20,NY,29629,118,89995,0,23820808,114459,932552,10407
12/28/20,OH,8571,62,37076,290,6964790,27393,675044,4519
12/28/20,OK,2383,13,16336,47,2314672,0,282587,3448
12/28/20,OR,1427,5,6168,0,2430661,0,109725,1399
12/28/20,PA,15086,76,0,0,3238091,6628,613804,3779
12/28/20,RI,1742,3,6403,272,541660,1935,85602,661
12/28/20,SC,5173,18,14050,75,2819077,12372,298050,1871
12/28/20,SD,1446,0,5583,22,271612,217,97657,267
12/28/20,TN,6588,76,14156,65,5007388,10550,567792,3712
12/28/20,TX,26521,49,0,0,12025764,46102,1683426,14829
12/28/20,UT,1219,5,10643,59,1289170,2948,266590,1716
12/28/20,VA,4861,7,17605,57,3884329,16749,336175,2599
12/28/20,VT,129,2,0,0,253859,938,7120,91
12/28/20,WA,3184,0,14096,0,3482984,0,236719,0
12/28/20,WI,5060,21,20911,82,2336531,3836,510137,1557
12/28/20,WV,1263,9,0,0,1389994,4174,81436,726
12/28/20,WY,405,32,1053,13,158177,2123,43704,504
12/27/20,AK,200,0,992,1,1205971,4898,44280,290
12/27/20,AL,4691,6,32115,0,1563481,2503,345628,2170
12/27/20,AR,3482,41,11009,53,1831319,4167,214877,908
12/27/20,AZ,8427,3,35390,53,2303758,10496,494337,1296
12/27/20,CA,24220,237,0,0,29703890,330013,2122806,50141
12/27/20,CO,4610,18,17912,52,1796069,4142,325018,1399
12/27/20,CT,5791,0,12257,0,3952336,0,172743,0
12/27/20,DC,768,6,0,0,854645,17948,28202,492
12/27/20,DE,897,2,0,0,446947,1673,55057,584
12/27/20,FL,21514,77,62296,178,7280442,20227,1250275,7157
12/27/20,GA,10689,4,40787,139,4689821,12105,543707,2949
12/27/20,HI,285,0,1711,0,0,0,21418,95
12/27/20,IA,3745,1,0,0,927828,1209,235539,478
12/27/20,ID,1354,5,5392,35,423929,1694,135787,554
12/27/20,IL,17336,112,0,0,12047703,42459,937909,3767
12/27/20,IN,7843,42,34102,267,2106370,2422,493841,1820
12/27/20,KS,2507,0,6424,0,752515,0,209689,0
12/27/20,KY,2555,21,13067,32,2907299,0,257063,1500
12/27/20,LA,7291,19,0,0,3802930,23607,299722,3223
12/27/20,MA,12110,100,15905,0,3603728,8646,352736,3134
12/27/20,MD,5712,32,25851,134,2490941,8221,267198,1758
12/27/20,ME,323,4,1024,4,1046982,0,21880,333
12/27/20,MI,12690,0,0,0,7462943,0,516326,0
12/27/20,MN,5147,40,21315,102,2551921,27069,409061,2516
12/27/20,MO,5312,3,0,0,1641494,1835,382094,1451
12/27/20,MS,4606,41,8039,0,1127658,0,206388,1365
12/27/20,MT,924,5,3451,22,700339,1231,79780,347
12/27/20,NC,6549,23,0,0,6262595,26995,516828,2898
12/27/20,ND,1271,0,3495,10,285245,110,91466,111
12/27/20,NE,1559,1,5104,19,673448,389,161337,175
12/27/20,NH,708,7,895,1,472513,2792,40809,876
12/27/20,NJ,18630,17,46373,116,7005463,0,508323,2895
12/27/20,NM,2346,30,9266,85,1794771,8090,137968,742
12/27/20,NV,2952,8,0,0,928779,1726,217509,1856
12/27/20,NY,29511,115,89995,0,23706349,122676,922145,7623
12/27/20,OH,8509,33,36786,273,6937397,68014,670525,5857
12/27/20,OK,2370,13,16289,167,2314672,0,279139,2631
12/27/20,OR,1422,0,6168,0,2430661,0,108326,608
12/27/20,PA,15010,127,0,0,3231463,10355,610025,4884
12/27/20,RI,1739,7,6131,0,539725,1916,84941,733
12/27/20,SC,5155,31,13975,81,2806705,64262,296179,7287
12/27/20,SD,1446,0,5561,28,271395,577,97390,427
12/27/20,TN,6512,69,14091,20,4996838,9615,564080,3188
12/27/20,TX,26472,51,0,0,11979662,82478,1668597,8046
12/27/20,UT,1214,2,10584,62,1286222,1187,264874,796
12/27/20,VA,4854,14,17548,84,3867580,17934,333576,3999
12/27/20,VT,127,6,0,0,252921,448,7029,63
12/27/20,WA,3184,0,14096,188,3482984,58173,236719,3626
12/27/20,WI,5039,10,20829,95,2332695,2615,508580,2558
12/27/20,WV,1254,1,0,0,1385820,4366,80710,533
12/27/20,WY,373,0,1040,1,156054,0,43200,54
12/26/20,AK,200,1,991,8,1201073,16967,43990,361
12/26/20,AL,4685,5,32115,161,1560978,4308,343458,1032
12/26/20,AR,3441,3,10956,29,1827152,7224,213969,702
12/26/20,AZ,8424,15,35337,360,2293262,17303,493041,6106
12/26/20,CA,23983,36,0,0,29373877,349306,2072665,30375
12/26/20,CO,4592,6,17860,21,1791927,4333,323619,1430
12/26/20,CT,5791,0,12257,0,3952336,0,172743,0
12/26/20,DC,762,6,0,0,836697,7352,27710,274
12/26/20,DE,895,4,0,0,445274,2518,54473,820
12/26/20,FL,21437,142,62118,196,7260215,49967,1243118,16588
12/26/20,GA,10685,54,40648,18,4677716,25960,540758,3679
12/26/20,HI,285,0,1711,0,0,0,21323,119
12/26/20,IA,3744,0,0,0,926619,950,235061,310
12/26/20,ID,1349,0,5357,0,422235,0,135233,0
12/26/20,IL,17224,70,0,0,12005244,54155,934142,3293
12/26/20,IN,7801,31,33835,171,2103948,5963,492021,3841
12/26/20,KS,2507,0,6424,0,752515,0,209689,0
12/26/20,KY,2534,68,13035,208,2907299,47651,255563,5283
12/26/20,LA,7272,0,0,0,3779323,0,296499,0
12/26/20,MA,12010,47,15905,0,3595082,22818,349602,7677
12/26/20,MD,5680,21,25717,176,2482720,10916,265440,2280
12/26/20,ME,319,0,1020,0,1046982,0,21547,0
12/26/20,MI,12690,275,0,0,7462943,121344,516326,7877
12/26/20,MN,5107,57,21213,108,2524852,12954,406545,2142
12/26/20,MO,5309,1,0,0,1639659,3290,380643,1756
12/26/20,MS,4565,3,8039,0,1127658,0,205023,845
12/26/20,MT,919,3,3429,23,699108,6344,79433,504
12/26/20,NC,6526,166,0,0,6235600,182113,513930,19419
12/26/20,ND,1271,4,3485,13,285135,788,91355,407
12/26/20,NE,1558,-10,5085,-3,673059,1620,161162,805
12/26/20,NH,701,11,894,0,469721,4355,39933,1031
12/26/20,NJ,18613,18,46257,55,7005463,0,505428,4331
12/26/20,NM,2316,9,9181,22,1786681,10752,137226,604
12/26/20,NV,2944,1,0,0,927053,4770,215653,1589
12/26/20,NY,29396,126,89995,0,23583673,190636,914522,10806
12/26/20,OH,8476,20,36513,168,6869383,54088,664668,11018
12/26/20,OK,2357,29,16122,210,2314672,0,276508,3955
12/26/20,OR,1422,7,6168,0,2430661,0,107718,897
12/26/20,PA,14883,26,0,0,3221108,14229,605141,7581
12/26/20,RI,1732,10,6131,0,537809,604,84208,226
12/26/20,SC,5124,81,13894,118,2742443,28716,288892,3864
12/26/20,SD,1446,16,5533,30,270818,854,96963,417
12/26/20,TN,6443,12,14071,27,4987223,59869,560892,14395
12/26/20,TX,26421,13,0,0,11897184,114511,1660551,2694
12/26/20,UT,1212,8,10522,116,1285035,8447,264078,3489
12/26/20,VA,4840,20,17464,14,3849646,54881,329577,1584
12/26/20,VT,121,1,0,0,252473,2367,6966,185
12/26/20,WA,3184,0,13908,0,3424811,0,233093,0
12/26/20,WI,5029,4,20734,31,2330080,5261,506022,677
12/26/20,WV,1253,6,0,0,1381454,10266,80177,1341
12/26/20,WY,373,0,1039,12,156054,0,43146,482
12/25/20,AK,199,0,983,0,1184106,0,43629,0
12/25/20,AL,4680,4,31954,0,1556670,6668,342426,3625
12/25/20,AR,3438,32,10927,48,1819928,7995,213267,2122
12/25/20,AZ,8409,115,34977,457,2275959,14444,486935,6616
12/25/20,CA,23947,312,0,0,29024571,257968,2042290,39144
12/25/20,CO,4586,36,17839,46,1787594,10386,322189,2659
12/25/20,CT,5791,0,12257,0,3952336,0,172743,0
12/25/20,DC,756,0,0,0,829345,0,27436,0
12/25/20,DE,891,3,0,0,442756,2121,53653,638
12/25/20,FL,21295,0,61922,0,7210248,0,1226530,0
12/25/20,GA,10631,49,40630,91,4651756,48404,537079,5125
12/25/20,HI,285,0,1711,8,0,0,21204,156
12/25/20,IA,3744,5,0,0,925669,1839,234751,870
12/25/20,ID,1349,25,5357,41,422235,981,135233,1248
12/25/20,IL,17154,194,0,0,11951089,93216,930849,5742
12/25/20,IN,7770,40,33664,199,2097985,8174,488180,5446
12/25/20,KS,2507,0,6424,0,752515,0,209689,0
12/25/20,KY,2466,0,12827,0,2859648,0,250280,0
12/25/20,LA,7272,0,0,0,3779323,0,296499,0
12/25/20,MA,11963,0,15905,0,3572264,0,341925,0
12/25/20,MD,5659,32,25541,469,2471804,11313,263160,2432
12/25/20,ME,319,2,1020,5,1046982,0,21547,321
12/25/20,MI,12415,0,0,0,7341599,0,508449,0
12/25/20,MN,5050,0,21105,0,2511898,0,404403,0
12/25/20,MO,5308,14,0,0,1636369,3844,378887,2076
12/25/20,MS,4562,6,8039,0,1127658,0,204178,1527
12/25/20,MT,916,0,3406,0,692764,0,78929,0
12/25/20,NC,6360,0,0,0,6053487,0,494511,0
12/25/20,ND,1267,0,3472,0,284347,0,90948,0
12/25/20,NE,1568,7,5088,24,671439,1352,160357,695
12/25/20,NH,690,0,894,0,465366,0,38902,0
12/25/20,NJ,18595,51,46202,164,7005463,56944,501097,5605
12/25/20,NM,2307,35,9159,41,1775929,34171,136622,1456
12/25/20,NV,2943,27,0,0,922283,2229,214064,1853
12/25/20,NY,29270,121,89995,0,23393037,214114,903716,12446
12/25/20,OH,8456,0,36345,0,6815295,0,653650,0
12/25/20,OK,2328,0,15912,0,2314672,18341,272553,0
12/25/20,OR,1415,12,6168,46,2430661,18735,106821,851
12/25/20,PA,14857,139,0,0,3206879,13351,597560,7174
12/25/20,RI,1722,7,6131,0,537205,3410,83982,870
12/25/20,SC,5043,0,13776,0,2713727,0,285028,0
12/25/20,SD,1430,0,5503,0,269964,0,96546,0
12/25/20,TN,6431,0,14044,0,4927354,0,546497,0
12/25/20,TX,26408,200,0,0,11782673,110529,1657857,4335
12/25/20,UT,1204,0,10406,0,1276588,0,260589,0
12/25/20,VA,4820,29,17450,61,3794765,0,327993,4078
12/25/20,VT,120,0,0,0,250106,0,6781,0
12/25/20,WA,3184,22,13908,291,3424811,25856,233093,2891
12/25/20,WI,5025,6,20703,56,2324819,7109,505345,1639
12/25/20,WV,1247,19,0,0,1371188,12137,78836,1597
12/25/20,WY,373,0,1027,0,156054,0,42664,0
12/24/20,AK,199,2,983,22,1184106,5440,43629,268
12/24/20,AL,4676,89,31954,303,1550002,8151,338801,4232
12/24/20,AR,3406,30,10879,53,1811933,15860,211145,3204
12/24/20,AZ,8294,115,34520,408,2261515,16180,480319,7046
12/24/20,CA,23635,351,0,0,28766603,262119,2003146,39070
12/24/20,CO,4550,88,17793,151,1777208,10504,319530,3030
12/24/20,CT,5791,55,12257,0,3952336,35624,172743,2038
12/24/20,DC,756,5,0,0,829345,6579,27436,210
12/24/20,DE,888,16,0,0,440635,2622,53015,780
12/24/20,FL,21295,122,61922,305,7210248,47074,1226530,12770
12/24/20,GA,10582,63,40539,400,4603352,41271,531954,7899
12/24/20,HI,285,0,1703,0,0,0,21048,128
12/24/20,IA,3739,71,0,0,923830,1811,233881,1116
12/24/20,ID,1324,11,5316,49,421254,1067,133985,1391
12/24/20,IL,16960,118,0,0,11857873,87872,925107,7037
12/24/20,IN,7730,85,33465,251,2089811,9856,482734,6196
12/24/20,KS,2507,0,6424,0,752515,0,209689,0
12/24/20,KY,2466,0,12827,0,2859648,0,250280,0
12/24/20,LA,7272,46,0,0,3779323,22791,296499,2565
12/24/20,MA,11963,76,15905,533,3572264,23429,341925,5937
12/24/20,MD,5627,59,25072,0,2460491,13413,260728,2866
12/24/20,ME,317,6,1015,15,1046982,8875,21226,735
12/24/20,MI,12415,0,0,0,7341599,0,508449,0
12/24/20,MN,5050,79,21105,142,2511898,12130,404403,1884
12/24/20,MO,5294,39,0,0,1632525,5259,376811,3231
12/24/20,MS,4556,23,8039,0,1127658,0,202651,2326
12/24/20,MT,916,2,3406,46,692764,5090,78929,407
12/24/20,NC,6360,0,0,0,6053487,0,494511,0
12/24/20,ND,1267,18,3472,36,284347,806,90948,225
12/24/20,NE,1561,40,5064,28,670087,3150,159662,1338
12/24/20,NH,690,13,894,2,465366,2992,38902,390
12/24/20,NJ,18544,78,46038,231,6948519,46010,495492,5330
12/24/20,NM,2272,29,9118,111,1741758,13138,135166,1924
12/24/20,NV,2916,45,0,0,920054,5829,212211,2249
12/24/20,NY,29149,133,89995,0,23178923,213728,891270,12568
12/24/20,OH,8456,95,36345,320,6815295,47650,653650,8828
12/24/20,OK,2328,45,15912,234,2296331,22352,272553,3277
12/24/20,OR,1403,21,6122,108,2411926,25562,105970,897
12/24/20,PA,14718,276,0,0,3193528,12262,590386,9230
12/24/20,RI,1715,11,6131,0,533795,2022,83112,1046
12/24/20,SC,5043,15,13776,104,2713727,20238,285028,2798
12/24/20,SD,1430,41,5503,11,269964,878,96546,506
12/24/20,TN,6431,51,14044,74,4927354,22235,546497,5257
12/24/20,TX,26208,308,0,0,11672144,101545,1653522,17064
12/24/20,UT,1204,8,10406,79,1276588,5748,260589,2892
12/24/20,VA,4791,31,17389,118,3794765,36673,323915,4782
12/24/20,VT,120,3,0,0,250106,1518,6781,101
12/24/20,WA,3162,31,13617,27,3398955,28080,230202,2315
12/24/20,WI,5019,66,20647,128,2317710,7719,503706,3263
12/24/20,WV,1228,34,0,0,1359051,11088,77239,1303
12/24/20,WY,373,0,1027,0,156054,0,42664,0
12/23/20,AK,197,3,961,13,1178666,6385,43361,360
12/23/20,AL,4587,135,31651,346,1541851,9211,334569,4758
12/23/20,AR,3376,38,10826,175,1796073,10877,207941,2893
12/23/20,AZ,8179,54,34112,493,2245335,11584,473273,6058
12/23/20,CA,23284,361,0,0,28504484,239309,1964076,39069
12/23/20,CO,4462,93,17642,161,1766704,10601,316500,2948
12/23/20,CT,5736,33,12257,0,3916712,27132,170705,1745
12/23/20,DC,751,7,0,0,822766,9464,27226,326
12/23/20,DE,872,0,0,0,438013,1361,52235,612
12/23/20,FL,21173,121,61617,338,7163174,42208,1213760,11100
12/23/20,GA,10519,56,40139,303,4562081,31628,524055,5153
12/23/20,HI,285,3,1703,24,0,0,20920,105
12/23/20,IA,3668,15,0,0,922019,2515,232765,1501
12/23/20,ID,1313,12,5267,59,420187,794,132594,1717
12/23/20,IL,16842,171,0,0,11770001,75566,918070,6762
12/23/20,IN,7645,64,33214,222,2079955,6813,476538,4662
12/23/20,KS,2507,59,6424,157,752515,10992,209689,5089
12/23/20,KY,2466,26,12827,152,2859648,21518,250280,2936
12/23/20,LA,7226,68,0,0,3756532,24734,293934,2974
12/23/20,MA,11887,83,15372,0,3548835,18551,335988,4814
12/23/20,MD,5568,49,25072,117,2447078,11725,257862,2465
12/23/20,ME,311,8,1000,15,1038107,7291,20491,748
12/23/20,MI,12415,73,0,0,7341599,30230,508449,3820
12/23/20,MN,4971,75,20963,147,2499768,6671,402519,1508
12/23/20,MO,5255,97,0,0,1627266,3857,373580,3141
12/23/20,MS,4533,43,8039,0,1127658,0,200325,2634
12/23/20,MT,914,19,3360,28,687674,2767,78522,575
12/23/20,NC,6360,69,0,0,6053487,39716,494511,5609
12/23/20,ND,1249,5,3436,15,283541,566,90723,270
12/23/20,NE,1521,10,5036,23,666937,2255,158324,1221
12/23/20,NH,677,21,892,3,462374,2040,38512,504
12/23/20,NJ,18466,140,45807,263,6902509,42749,490162,5453
12/23/20,NM,2243,40,9007,60,1728620,8913,133242,1167
12/23/20,NV,2871,46,0,0,914225,3502,209962,2988
12/23/20,NY,29016,166,89995,0,22965195,192424,878702,11937
12/23/20,OH,8361,109,36025,431,6767645,25720,644822,7790
12/23/20,OK,2283,43,15678,274,2273979,22662,269276,3656
12/23/20,OR,1382,35,6014,74,2386364,17675,105073,1318
12/23/20,PA,14442,230,0,0,3181266,12384,581156,9605
12/23/20,RI,1704,26,6131,72,531773,3032,82066,879
12/23/20,SC,5028,52,13672,165,2693489,29364,282230,4175
12/23/20,SD,1389,8,5492,31,269086,997,96040,531
12/23/20,TN,6380,111,13970,94,4905119,25277,541240,7221
12/23/20,TX,25900,294,0,0,11570599,53672,1636458,23363
12/23/20,UT,1196,23,10327,109,1270840,5093,257697,2612
12/23/20,VA,4760,55,17271,188,3758092,33332,319133,4652
