date,state,death,deathIncrease,hospitalized,hospitalizedIncrease,negative,negativeIncrease,positive,positiveIncrease
12/12/20,DE,815,8,0,0,415824,3263,44876,1058
12/12/20,FL,20049,72,58750,259,6740796,41840,1098341,10385
12/12/20,GA,10075,44,37550,229,4224973,34678,471734,4830
12/12/20,HI,271,2,1357,3,0,0,19512,197
12/12/20,IA,3212,15,0,0,898196,2303,221159,1245
12/12/20,ID,1151,15,4719,48,401988,1771,119610,1582
12/12/20,IL,15232,165,0,0,10871496,118151,841688,8737
12/12/20,IN,6758,85,30533,407,1986852,11487,419536,7401
12/12/20,KS,2072,0,5800,0,705423,0,185294,0
12/12/20,KY,2192,24,11306,114,2693524,15144,220660,3540
12/12/20,LA,6767,0,0,0,3475081,0,264191,0
12/12/20,MA,11307,50,14823,0,3355023,18691,285725,5289
12/12/20,MD,5100,36,23189,180,2315445,16756,232009,3538
12/12/20,ME,257,7,871,16,956790,0,15620,414
12/12/20,MI,11195,230,0,0,6876831,51829,465159,4813
12/12/20,MN,4359,67,19428,177,2378504,13310,375398,4430
12/12/20,MO,4503,22,0,0,1575439,5832,342347,3743
12/12/20,MS,4180,56,7703,0,1026300,0,177947,2665
12/12/20,MT,816,11,3072,33,645858,5994,72644,774
12/12/20,NC,5796,44,0,0,5506849,51350,429776,6153
12/12/20,ND,1158,22,2984,0,277472,715,87590,376
12/12/20,NE,1343,14,4765,31,646540,3221,146877,1103
12/12/20,NH,600,10,857,1,438139,2692,30244,784
12/12/20,NJ,17732,70,43712,250,6196756,0,434756,6888
12/12/20,NM,1913,24,7832,95,1600751,10276,118358,1793
12/12/20,NV,2520,41,0,0,872669,5127,183951,2641
12/12/20,NY,27675,88,89995,0,20992079,231798,764966,11129
12/12/20,OH,7477,51,31803,267,6286688,56590,553461,11252
12/12/20,OK,2042,35,14170,198,2110479,19113,233336,3983
12/12/20,OR,1138,15,5395,94,2151351,24662,91420,1582
12/12/20,PA,12436,201,0,0,3025253,15743,481118,11084
12/12/20,RI,1526,17,5486,198,505208,2337,72649,1831
12/12/20,SC,4685,12,12725,0,2406530,0,248798,3572
12/12/20,SD,1243,33,5125,39,259808,1111,90407,735
12/12/20,TN,5400,73,13101,62,4467044,6553,442953,6691
12/12/20,TX,23800,249,0,0,10624745,-13375,1464362,16360
12/12/20,UT,1038,13,9351,82,1215129,7205,231821,3692
12/12/20,VA,4409,39,15967,103,3429384,33173,278615,4177
12/12/20,VT,95,2,0,0,236215,1139,5626,85
12/12/20,WA,2879,29,12237,153,3090382,25957,209247,2421
12/12/20,WI,4324,58,19162,142,2241348,9583,465991,4624
12/12/20,WV,966,28,0,0,1247245,14642,62151,1514
12/12/20,WY,321,0,945,3,149536,0,38907,122
12/11/20,AK,158,3,869,9,1084961,9563,38584,622
12/11/20,AL,4086,52,28146,528,1458560,9190,288775,3853
12/11/20,AR,2875,55,9848,139,1672168,13243,181624,2770
12/11/20,AZ,7245,91,30302,967,2080870,16588,394512,6983
12/11/20,CA,20622,159,0,0,25086640,212543,1485703,35468
12/11/20,CO,3846,87,15949,293,1659026,9726,281673,4678
12/11/20,CT,5363,36,12257,0,3548330,50764,146761,3782
12/11/20,DC,709,1,0,0,738389,4654,24357,259
12/11/20,DE,807,1,0,0,412561,2160,43818,782
12/11/20,FL,19977,126,58491,265,6698956,43768,1087956,11409
12/11/20,GA,10031,56,37321,304,4190295,30629,466904,4729
12/11/20,HI,269,1,1354,10,0,0,19315,136
12/11/20,IA,3197,77,0,0,895893,2330,219914,1537
12/11/20,ID,1136,33,4671,66,400217,1929,118028,1825
12/11/20,IL,15067,222,0,0,10753345,95028,832951,9420
12/11/20,IN,6673,70,30126,383,1975365,11119,412135,7200
12/11/20,KS,2072,131,5800,146,705423,9174,185294,5491
12/11/20,KY,2168,22,11192,134,2678380,13429,217120,3670
12/11/20,LA,6767,43,0,0,3475081,31545,264191,2862
12/11/20,MA,11257,48,14823,0,3336332,20945,280436,5655
12/11/20,MD,5064,52,23009,176,2298689,14338,228471,2616
12/11/20,ME,250,4,855,21,956790,10091,15206,345
12/11/20,MI,10965,65,0,0,6825002,52723,460346,5626
12/11/20,MN,4292,94,19251,222,2365194,14572,370968,3750
12/11/20,MO,4481,31,0,0,1569607,5558,338604,3900
12/11/20,MS,4124,41,7703,0,1026300,0,175282,2327
12/11/20,MT,805,24,3039,36,639864,8231,71870,978
12/11/20,NC,5752,38,0,0,5455499,93124,423623,7540
12/11/20,ND,1136,27,2984,0,276757,727,87214,507
12/11/20,NE,1329,35,4734,35,643319,3546,145774,1850
12/11/20,NH,590,6,856,4,435447,3652,29460,1187
12/11/20,NJ,17662,54,43462,203,6196756,45607,427868,4335
12/11/20,NM,1889,43,7737,101,1590475,12530,116565,1834
12/11/20,NV,2479,45,0,0,867542,223,181310,2783
12/11/20,NY,27587,89,89995,0,20760281,202077,753837,10595
12/11/20,OH,7426,128,31536,394,6230098,55234,542209,10359
12/11/20,OK,2007,27,13972,190,2091366,19198,229353,3900
12/11/20,OR,1123,13,5301,61,2126689,21154,89838,1551
12/11/20,PA,12235,225,0,0,3009510,16003,470034,12745
12/11/20,RI,1509,11,5288,0,502871,3914,70818,1571
12/11/20,SC,4673,46,12725,107,2406530,33980,245226,3540
12/11/20,SD,1210,33,5086,61,258697,1224,89672,945
12/11/20,TN,5327,87,13039,87,4460491,47550,436262,7289
12/11/20,TX,23551,226,0,0,10638120,-5063,1448002,14451
12/11/20,UT,1025,9,9269,82,1207924,5897,228129,2183
12/11/20,VA,4370,35,15864,141,3396211,31190,274438,3395
12/11/20,VT,93,4,0,0,235076,1836,5541,128
12/11/20,WA,2850,-166,12084,88,3064425,28860,206826,2557
12/11/20,WI,4266,57,19020,145,2231765,7187,461367,4478
12/11/20,WV,938,17,0,0,1232603,17290,60637,942
12/11/20,WY,321,22,942,13,149536,874,38785,562
12/10/20,AK,155,5,860,13,1075398,13185,37962,620
12/10/20,AL,4034,49,27618,0,1449370,7745,284922,4735
12/10/20,AR,2820,34,9709,34,1658925,11260,178854,2202
12/10/20,AZ,7154,73,29335,455,2064282,14051,387529,4928
12/10/20,CA,20463,220,0,0,24874097,252584,1450235,29677
12/10/20,CO,3759,120,15656,136,1649300,10740,276995,4649
12/10/20,CT,5327,42,12257,0,3497566,34259,142979,2431
12/10/20,DC,708,4,0,0,733735,5082,24098,244
12/10/20,DE,806,3,0,0,410401,2008,43036,643
12/10/20,FL,19851,135,58226,269,6655188,48767,1076547,11071
12/10/20,GA,9975,54,37017,277,4159666,37655,462175,6062
12/10/20,HI,268,2,1344,11,0,0,19179,123
12/10/20,IA,3120,99,0,0,893563,2770,218377,1683
12/10/20,ID,1103,29,4605,66,398288,1566,116203,2298
12/10/20,IL,14845,232,0,0,10658317,103402,823531,11101
12/10/20,IN,6603,97,29743,331,1964246,9809,404935,6518
12/10/20,KS,1941,0,5654,0,696249,0,179803,0
12/10/20,KY,2146,28,11058,72,2664951,44705,213450,4314
12/10/20,LA,6724,40,0,0,3443536,22542,261329,2415
12/10/20,MA,11209,43,14823,426,3315387,18354,274781,5369
12/10/20,MD,5012,50,22833,211,2284351,16766,225855,3202
12/10/20,ME,246,0,834,15,946699,9940,14861,407
12/10/20,MI,10900,194,0,0,6772279,53788,454720,6302
12/10/20,MN,4198,89,19029,220,2350622,10197,367218,3499
12/10/20,MO,4450,67,0,0,1564049,7361,334704,3858
12/10/20,MS,4083,42,7703,0,1026300,0,172955,2283
12/10/20,MT,781,10,3003,40,631633,2298,70892,759
12/10/20,NC,5714,53,0,0,5362375,14008,416083,5556
12/10/20,ND,1109,23,2984,0,276030,821,86707,558
12/10/20,NE,1294,17,4699,35,639773,1903,143924,1321
12/10/20,NH,584,14,852,1,431795,3529,28273,681
12/10/20,NJ,17608,66,43259,184,6151149,44110,423533,5800
12/10/20,NM,1846,23,7636,39,1577945,19635,114731,1781
12/10/20,NV,2434,50,0,0,867319,3711,178527,2193
12/10/20,NY,27498,94,89995,0,20558204,187228,743242,10178
12/10/20,OH,7298,111,31142,452,6174864,51268,531850,11738
12/10/20,OK,1980,35,13782,146,2072168,16250,225453,2460
12/10/20,OR,1110,30,5240,176,2105535,17457,88287,1205
12/10/20,PA,12010,248,0,0,2993507,20913,457289,11972
12/10/20,RI,1498,14,5288,72,498957,1227,69247,948
12/10/20,SC,4627,15,12618,91,2372550,15213,241686,2242
12/10/20,SD,1177,30,5025,51,257473,1024,88727,704
12/10/20,TN,5240,69,12952,90,4412941,25665,428973,6011
12/10/20,TX,23325,244,0,0,10643183,23550,1433551,15299
12/10/20,UT,1016,21,9187,82,1202027,6679,225946,3401
12/10/20,VA,4335,54,15723,131,3365021,24662,271043,3915
12/10/20,VT,89,3,0,0,233240,1897,5413,128
12/10/20,WA,3016,49,11996,155,3035565,25842,204269,2977
12/10/20,WI,4209,67,18875,160,2224578,8521,456889,4709
12/10/20,WV,921,20,0,0,1215313,13944,59695,1233
12/10/20,WY,299,0,929,9,148662,1128,38223,338
12/9/20,AK,150,4,847,20,1062213,9993,37342,584
12/9/20,AL,3985,43,27618,295,1441625,6542,280187,3522
12/9/20,AR,2786,34,9675,98,1647665,14779,176652,2327
12/9/20,AZ,7081,108,28880,355,2050231,7328,382601,4444
12/9/20,CA,20243,196,0,0,24621513,221445,1420558,30851
12/9/20,CO,3639,267,15520,563,1638560,7832,272346,3757
12/9/20,CT,5285,43,12257,0,3463307,28030,140548,2290
12/9/20,DC,704,3,0,0,728653,6611,23854,265
12/9/20,DE,803,0,0,0,408393,2419,42393,929
12/9/20,FL,19716,89,57957,310,6606421,38060,1065476,9411
12/9/20,GA,9921,48,36740,279,4122011,18937,456113,3744
12/9/20,HI,266,4,1333,6,0,0,19056,80
12/9/20,IA,3021,102,0,0,890793,2953,216694,1797
12/9/20,ID,1074,19,4539,91,396722,-4236,113905,2012
12/9/20,IL,14613,229,0,0,10554915,84481,812430,8256
12/9/20,IN,6506,96,29412,383,1954437,8792,398417,5754
12/9/20,KS,1941,85,5654,145,696249,8950,179803,5778
12/9/20,KY,2118,16,10986,146,2620246,3436,209136,3468
12/9/20,LA,6684,32,0,0,3420994,28170,258914,4352
12/9/20,MA,11166,90,14397,0,3297033,20316,269412,5965
12/9/20,MD,4962,46,22622,201,2267585,13071,222653,2692
12/9/20,ME,246,7,819,16,936759,8241,14454,405
12/9/20,MI,10706,81,0,0,6718491,42314,448418,5342
12/9/20,MN,4109,82,18809,215,2340425,11617,363719,4516
12/9/20,MO,4383,28,0,0,1556688,3393,330846,2640
12/9/20,MS,4041,24,7703,0,1026300,0,170672,2746
12/9/20,MT,771,8,2963,54,629335,1803,70133,787
12/9/20,NC,5661,56,0,0,5348367,47499,410527,6495
12/9/20,ND,1086,16,2984,88,275209,272,86149,473
12/9/20,NE,1277,41,4664,45,637870,2504,142603,1476
12/9/20,NH,570,4,851,2,428266,2681,27592,969
12/9/20,NJ,17542,116,43075,256,6107039,134748,417733,5119
12/9/20,NM,1823,34,7597,74,1558310,0,112950,1748
12/9/20,NV,2384,25,0,0,863608,3759,176334,3053
12/9/20,NY,27404,97,89995,0,20370976,183995,733064,10600
12/9/20,OH,7187,84,30690,464,6123596,40210,520112,10094
12/9/20,OK,1945,23,13636,244,2055918,16945,222993,2307
12/9/20,OR,1080,35,5064,52,2088078,20205,87082,1294
12/9/20,PA,11762,220,0,0,2972594,12870,445317,8703
12/9/20,RI,1484,14,5216,83,497730,3911,68299,1232
12/9/20,SC,4612,27,12527,81,2357337,12963,239444,2490
12/9/20,SD,1147,36,4974,53,256449,1064,88023,985
12/9/20,TN,5171,62,12862,85,4387276,36814,422962,8213
12/9/20,TX,23081,273,0,0,10619633,70227,1418252,13606
12/9/20,UT,995,23,9105,102,1195348,5956,222545,2574
12/9/20,VA,4281,21,15592,125,3340359,24043,267128,4398
12/9/20,VT,86,1,0,0,231343,1049,5285,105
12/9/20,WA,2967,26,11841,145,3009723,29413,201292,3650
12/9/20,WI,4142,88,18715,215,2216057,8107,452180,4171
12/9/20,WV,901,31,0,0,1201369,12495,58462,1402
12/9/20,WY,299,19,920,9,147534,395,37885,410
12/8/20,AK,146,0,827,22,1052220,6276,36758,562
12/8/20,AL,3942,50,27323,279,1435083,9299,276665,4436
12/8/20,AR,2752,39,9577,132,1632886,8988,174325,2283
12/8/20,AZ,6973,23,28525,252,2042903,7199,378157,12314
12/8/20,CA,20047,112,0,0,24400068,273152,1389707,23272
12/8/20,CO,3372,14,14957,53,1630728,10429,268589,3971
12/8/20,CT,5242,18,12257,0,3435277,25700,138258,2414
12/8/20,DC,701,0,0,0,722042,6277,23589,270
12/8/20,DE,803,10,0,0,405974,2157,41464,753
12/8/20,FL,19627,98,57647,307,6568361,32172,1056065,7801
12/8/20,GA,9873,22,36461,191,4103074,30697,452369,3686
12/8/20,HI,262,0,1327,2,0,0,18976,53
12/8/20,IA,2919,201,0,0,887840,1254,214897,830
12/8/20,ID,1055,20,4448,60,400958,1247,111893,1383
12/8/20,IL,14384,168,0,0,10470434,87915,804174,7910
12/8/20,IN,6410,126,29029,386,1945645,8954,392663,5385
12/8/20,KS,1856,0,5509,0,687299,0,174025,0
12/8/20,KY,2102,20,10840,104,2616810,12410,205668,3076
12/8/20,LA,6652,45,0,0,3392824,26136,254562,2426
12/8/20,MA,11076,41,14397,0,3276717,14946,263447,4122
12/8/20,MD,4916,51,22421,162,2254514,13814,219961,2632
12/8/20,ME,239,12,803,22,928518,5669,14049,274
12/8/20,MI,10625,203,0,0,6676177,53857,443076,6676
12/8/20,MN,4027,22,18594,236,2328808,7221,359203,3051
12/8/20,MO,4355,161,0,0,1553295,4241,328206,3250
12/8/20,MS,4017,56,7703,0,1026300,0,167926,1732
12/8/20,MT,763,21,2909,34,627532,3360,69346,755
12/8/20,NC,5605,45,0,0,5300868,44415,404032,4670
12/8/20,ND,1070,42,2896,0,274937,0,85676,582
12/8/20,NE,1236,31,4619,57,635366,1529,141127,1293
12/8/20,NH,566,0,849,0,425585,2271,26623,807
12/8/20,NJ,17426,90,42819,259,5972291,53494,412614,6319
12/8/20,NM,1789,33,7523,116,1558310,7982,111202,1255
12/8/20,NV,2359,40,0,0,859849,2205,173281,2694
12/8/20,NY,27307,75,89995,0,20186981,153129,722464,9335
12/8/20,OH,7103,81,30226,657,6083386,40355,510018,25721
12/8/20,OK,1922,11,13392,19,2038973,30144,220686,2297
12/8/20,OR,1045,12,5012,153,2067873,62256,85788,1292
12/8/20,PA,11542,169,0,0,2959724,16441,436614,10170
12/8/20,RI,1470,22,5133,94,493819,2677,67067,1249
12/8/20,SC,4585,6,12446,31,2344374,24160,236954,2302
12/8/20,SD,1111,1,4921,49,255385,690,87038,538
12/8/20,TN,5109,100,12777,139,4350462,25540,414749,6019
12/8/20,TX,22808,181,0,0,10549406,103011,1404646,19842
12/8/20,UT,972,23,9003,107,1189392,3927,219971,2333
12/8/20,VA,4260,52,15467,111,3316316,20690,262730,3860
12/8/20,VT,85,4,0,0,230294,73,5180,100
12/8/20,WA,2941,16,11696,152,2980310,14757,197642,1182
12/8/20,WI,4054,81,18500,214,2207950,5477,448009,4620
12/8/20,WV,870,29,0,0,1188874,9419,57060,932
12/8/20,WY,280,0,911,10,147139,873,37475,490
12/7/20,AK,146,3,805,6,1045944,3888,36196,476
12/7/20,AL,3892,3,27044,713,1425784,4658,272229,2352
12/7/20,AR,2713,53,9445,44,1623898,8919,172042,1118
12/7/20,AZ,6950,0,28273,25,2035704,16891,365843,1567
12/7/20,CA,19935,59,0,0,24126916,273570,1366435,24735
12/7/20,CO,3358,2,14904,36,1620299,11470,264618,4037
12/7/20,CT,5224,78,12257,0,3409577,115194,135844,8129
12/7/20,DC,701,4,0,0,715765,4268,23319,183
12/7/20,DE,793,0,0,0,403817,2963,40711,799
12/7/20,FL,19529,106,57340,155,6536189,30952,1048264,7537
12/7/20,GA,9851,45,36270,231,4072377,40147,448683,4861
12/7/20,HI,262,0,1325,0,0,0,18923,81
12/7/20,IA,2718,35,0,0,886586,1387,214067,677
12/7/20,ID,1035,3,4388,16,399711,1684,110510,805
12/7/20,IL,14216,100,0,0,10382519,68878,796264,8691
12/7/20,IN,6284,42,28643,276,1936691,8429,387278,5661
12/7/20,KS,1856,70,5509,92,687299,10408,174025,5730
12/7/20,KY,2082,10,10736,58,2604400,35857,202592,1960
12/7/20,LA,6607,23,0,0,3366688,9728,252136,1013
12/7/20,MA,11035,31,14397,0,3261771,11043,259325,2481
12/7/20,MD,4865,19,22259,164,2240700,15105,217329,2302
12/7/20,ME,227,0,781,13,922849,22017,13775,427
12/7/20,MI,10422,101,0,0,6622320,83838,436400,9824
12/7/20,MN,4005,21,18358,125,2321587,20452,356152,5290
12/7/20,MO,4194,2,0,0,1549054,4828,324956,2658
12/7/20,MS,3961,0,7703,217,1026300,43905,166194,1263
12/7/20,MT,742,6,2875,39,624172,3833,68591,716
12/7/20,NC,5560,17,0,0,5256453,40167,399362,4372
12/7/20,ND,1028,9,2896,16,274937,445,85094,387
12/7/20,NE,1205,11,4562,15,633837,2098,139834,1266
12/7/20,NH,566,2,849,0,423314,2378,25816,1045
12/7/20,NJ,17336,15,42560,104,5918797,0,406295,4137
12/7/20,NM,1756,7,7407,86,1550328,10440,109947,1859
12/7/20,NV,2319,4,0,0,857644,3997,170587,2448
12/7/20,NY,27232,83,89995,0,20033852,144985,713129,7302
12/7/20,OH,7022,63,29569,336,6043031,42345,484297,9273
12/7/20,OK,1911,15,13373,254,2008829,0,218389,1903
12/7/20,OR,1033,6,4859,0,2005617,0,84496,1253
12/7/20,PA,11373,42,0,0,2943283,14247,426444,6330
12/7/20,RI,1448,11,5039,0,491142,2169,65818,844
12/7/20,SC,4579,13,12415,35,2320214,24122,234652,2553
12/7/20,SD,1110,0,4872,37,254695,691,86500,509
12/7/20,TN,5009,66,12638,45,4324922,34994,408730,8136
12/7/20,TX,22627,33,0,0,10446395,30919,1384804,9491
12/7/20,UT,949,10,8896,74,1185465,5144,217638,2231
12/7/20,VA,4208,8,15356,61,3295626,26804,258870,3817
12/7/20,VT,81,2,0,0,230221,1356,5080,65
12/7/20,WA,2925,0,11544,69,2965553,7501,196460,1773
12/7/20,WI,3973,21,18286,70,2202473,5751,443389,2322
12/7/20,WV,841,3,0,0,1179455,11089,56128,1131
12/7/20,WY,280,23,901,49,146266,1690,36985,668
12/6/20,AK,143,0,799,0,1042056,9788,35720,757
12/6/20,AL,3889,12,26331,0,1421126,5769,269877,2288
12/6/20,AR,2660,40,9401,21,1614979,13244,170924,1542
12/6/20,AZ,6950,25,28248,242,2018813,15661,364276,5376
12/6/20,CA,19876,85,0,0,23853346,262996,1341700,30075
12/6/20,CO,3356,-1,14868,24,1608829,34610,260581,3234
12/6/20,CT,5146,0,12257,0,3294383,0,127715,0
12/6/20,DC,697,2,0,0,711497,6982,23136,264
12/6/20,DE,793,11,0,0,400854,2340,39912,816
12/6/20,FL,19423,96,57185,145,6505237,41197,1040727,8175
12/6/20,GA,9806,13,36039,38,4032230,8047,443822,1805
12/6/20,HI,262,1,1325,0,0,0,18842,104
12/6/20,IA,2683,16,0,0,885199,2588,213390,1499
12/6/20,ID,1032,0,4372,30,398027,1810,109705,1339
12/6/20,IL,14116,99,0,0,10313641,71940,787573,7598
12/6/20,IN,6242,35,28367,351,1928262,11103,381617,6598
12/6/20,KS,1786,0,5417,0,676891,0,168295,0
12/6/20,KY,2072,10,10678,0,2568543,0,200632,2567
12/6/20,LA,6584,36,0,0,3356960,37603,251123,3946
12/6/20,MA,11004,51,14397,0,3250728,19821,256844,4827
12/6/20,MD,4846,26,22095,183,2225595,14799,215027,2643
12/6/20,ME,227,0,768,8,900832,0,13348,221
12/6/20,MI,10321,0,0,0,6538482,0,426576,0
12/6/20,MN,3984,64,18233,174,2301135,19757,350862,5581
12/6/20,MO,4192,11,0,0,1544226,6658,322298,3876
12/6/20,MS,3961,12,7486,0,982395,0,164931,1473
12/6/20,MT,736,2,2836,21,620339,4825,67875,806
12/6/20,NC,5543,27,0,0,5216286,58224,394990,6438
12/6/20,ND,1019,6,2880,12,274492,478,84707,488
12/6/20,NE,1194,8,4547,41,631739,6185,138568,2243
12/6/20,NH,564,5,849,2,420936,2804,24771,633
12/6/20,NJ,17321,15,42456,95,5918797,0,402158,6632
12/6/20,NM,1749,11,7321,54,1539888,11827,108088,1232
12/6/20,NV,2315,14,0,0,853647,4379,168139,2511
12/6/20,NY,27149,60,89995,0,19888867,196130,705827,9702
12/6/20,OH,6959,13,29233,274,6000686,51453,475024,7592
12/6/20,OK,1896,22,13119,-9,2008829,0,216486,3241
12/6/20,OR,1027,24,4859,0,2005617,0,83243,1806
12/6/20,PA,11331,69,0,0,2929036,17396,420114,8630
12/6/20,RI,1437,8,5039,55,488973,2913,64974,1030
12/6/20,SC,4566,49,12380,75,2296092,21406,232099,2864
12/6/20,SD,1110,19,4835,42,254004,939,85991,687
12/6/20,TN,4943,38,12593,35,4289928,12394,400594,3072
12/6/20,TX,22594,92,0,0,10415476,49213,1375313,10380
12/6/20,UT,939,0,8822,57,1180321,6450,215407,2563
12/6/20,VA,4200,3,15295,40,3268822,52984,255053,3880
12/6/20,VT,79,0,0,0,228865,2008,5015,121
12/6/20,WA,2925,0,11475,202,2958052,12196,194687,3080
12/6/20,WI,3952,18,18216,90,2196722,7773,441067,3149
12/6/20,WV,838,9,0,0,1168366,6619,54997,1425
12/6/20,WY,257,0,852,9,144576,0,36317,376
12/5/20,AK,143,1,799,5,1032268,15940,34963,922
12/5/20,AL,3877,46,26331,0,1415357,8058,267589,3390
12/5/20,AR,2620,34,9380,51,1601735,11959,169382,2245
12/5/20,AZ,6925,40,28006,268,2003152,16875,358900,6799
12/5/20,CA,19791,209,0,0,23590350,201429,1311625,25068
12/5/20,CO,3357,19,14844,82,1574219,0,257347,5125
12/5/20,CT,5146,0,12257,0,3294383,0,127715,0
12/5/20,DC,695,2,0,0,704515,8753,22872,392
12/5/20,DE,782,0,0,0,398514,1845,39096,698
12/5/20,FL,19327,91,57040,231,6464040,42210,1032552,10198
12/5/20,GA,9793,68,36001,218,4024183,27463,442017,3717
12/5/20,HI,261,5,1325,10,0,0,18738,133
12/5/20,IA,2667,62,0,0,882611,3286,211891,1655
12/5/20,ID,1032,18,4342,71,396217,1764,108366,1911
12/5/20,IL,14017,235,0,0,10241701,92791,779975,9887
12/5/20,IN,6207,85,28016,344,1917159,12306,375019,7690
12/5/20,KS,1786,0,5417,0,676891,0,168295,0
12/5/20,KY,2062,23,10678,118,2568543,29028,198065,3872
12/5/20,LA,6548,0,0,0,3319357,0,247177,0
12/5/20,MA,10953,43,14397,0,3230907,22950,252017,5619
12/5/20,MD,4820,30,21912,156,2210796,16700,212384,3193
12/5/20,ME,227,3,760,9,900832,0,13127,283
12/5/20,MI,10321,204,0,0,6538482,58590,426576,6308
12/5/20,MN,3920,75,18059,231,2281378,12161,345281,6308
12/5/20,MO,4181,59,0,0,1537568,6927,318422,5001
12/5/20,MS,3949,33,7486,0,982395,0,163458,1942
12/5/20,MT,734,7,2815,5,615514,6688,67069,633
12/5/20,NC,5516,49,0,0,5158062,55309,388552,6018
12/5/20,ND,1013,18,2868,26,274014,767,84219,615
12/5/20,NE,1186,27,4506,27,625554,2432,136325,1615
12/5/20,NH,559,7,847,3,418132,3426,24138,448
12/5/20,NJ,17306,51,42361,198,5918797,92960,395526,6048
12/5/20,NM,1738,32,7267,83,1528061,12613,106856,1921
12/5/20,NV,2301,29,0,0,849268,7047,165628,3194
12/5/20,NY,27089,72,89995,0,19692737,204640,696125,10761
12/5/20,OH,6946,64,28959,286,5949233,56754,467432,10469
12/5/20,OK,1874,14,13128,179,2008829,26060,213245,4370
12/5/20,OR,1003,30,4859,56,2005617,41556,81437,2174
12/5/20,PA,11262,149,0,0,2911640,18319,411484,12884
12/5/20,RI,1429,16,4984,141,486060,3138,63944,1807
12/5/20,SC,4517,21,12305,82,2274686,25800,229235,3222
12/5/20,SD,1091,27,4793,45,253065,951,85304,906
12/5/20,TN,4905,29,12558,70,4277534,18798,397522,4914
12/5/20,TX,22502,247,0,0,10366263,97520,1364933,14391
12/5/20,UT,939,14,8765,113,1173871,8539,212844,3674
12/5/20,VA,4197,37,15255,139,3215838,46802,251173,3793
12/5/20,VT,79,2,0,0,226857,1511,4894,131
12/5/20,WA,2925,25,11273,78,2945856,192749,191607,3138
12/5/20,WI,3934,92,18126,183,2188949,8629,437918,5711
12/5/20,WV,829,30,0,0,1161747,25314,53572,1400
12/5/20,WY,257,0,843,5,144576,0,35941,204
12/4/20,AK,142,12,794,11,1016328,9114,34041,750
12/4/20,AL,3831,55,26331,269,1407299,7289,264199,3840
12/4/20,AR,2586,31,9329,123,1589776,13097,167137,2827
12/4/20,AZ,6885,64,27738,282,1986277,16441,352101,5680
12/4/20,CA,19582,145,0,0,23388921,178818,1286557,22018
12/4/20,CO,3338,18,14762,183,1574219,13363,252222,5013
12/4/20,CT,5146,35,12257,0,3294383,26447,127715,1538
12/4/20,DC,693,1,0,0,695762,7935,22480,316
12/4/20,DE,782,3,0,0,396669,2365,38398,942
12/4/20,FL,19236,124,56809,282,6421830,45549,1022354,9898
12/4/20,GA,9725,77,35783,212,3996720,33408,438300,4947
12/4/20,HI,256,10,1315,11,0,0,18605,121
12/4/20,IA,2605,83,0,0,879325,3809,210236,2267
12/4/20,ID,1014,23,4271,71,394453,2178,106455,1721
12/4/20,IL,13782,157,0,0,10148910,102108,770088,10526
12/4/20,IN,6122,89,27672,436,1904853,11419,367329,7899
12/4/20,KS,1786,107,5417,127,676891,7770,168295,6234
12/4/20,KY,2039,25,10560,249,2539515,8672,194193,3592
12/4/20,LA,6548,24,0,0,3319357,21534,247177,3099
12/4/20,MA,10910,36,14397,0,3207957,21018,246398,5491
12/4/20,MD,4790,26,21756,198,2194096,16154,209191,3792
12/4/20,ME,224,4,751,11,900832,11550,12844,290
12/4/20,MI,10117,82,0,0,6479892,58936,420268,9425
12/4/20,MN,3845,61,17828,205,2269217,18469,338973,5347
12/4/20,MO,4122,20,0,0,1530641,5605,313421,4053
12/4/20,MS,3916,37,7486,0,982395,0,161516,2480
12/4/20,MT,727,5,2810,48,608826,4867,66436,1314
12/4/20,NC,5467,57,0,0,5102753,47285,382534,5303
12/4/20,ND,995,12,2842,29,273247,669,83604,891
12/4/20,NE,1159,31,4479,54,623122,2671,134710,2180
12/4/20,NH,552,8,844,0,414706,2244,23690,765
12/4/20,NJ,17255,46,42163,176,5825837,0,389478,6426
12/4/20,NM,1706,33,7184,106,1515448,13396,104935,2073
12/4/20,NV,2272,23,0,0,842221,2565,162434,2902
12/4/20,NY,27017,62,89995,0,19488097,197026,685364,11271
12/4/20,OH,6882,129,28673,392,5892479,68540,456963,10114
12/4/20,OK,1860,24,12949,176,1982769,25328,208875,4827
12/4/20,OR,973,20,4803,58,1964061,20279,79263,1103
12/4/20,PA,11113,169,0,0,2893321,20764,398600,11763
12/4/20,RI,1413,13,4843,54,482922,2168,62137,1415
12/4/20,SC,4496,30,12223,97,2248886,22849,226013,2950
12/4/20,SD,1064,31,4748,52,252114,765,84398,1050
12/4/20,TN,4876,95,12488,78,4258736,21327,392608,4356
12/4/20,TX,22255,255,0,0,10268743,99949,1350542,16796
12/4/20,UT,925,8,8652,104,1165332,9606,209170,3005
12/4/20,VA,4160,13,15116,102,3169036,23803,247380,2877
12/4/20,VT,77,2,0,0,225346,2268,4763,73
12/4/20,WA,2900,50,11195,241,2753107,0,188469,3312
12/4/20,WI,3842,69,17943,202,2180320,10350,432207,5673
12/4/20,WV,799,10,0,0,1136433,15856,52172,1147
12/4/20,WY,257,0,838,15,144576,1299,35737,659
12/3/20,AK,130,8,783,15,1007214,15102,33291,760
